Title,Experience,Salary,Date of Salary,What Is your Company,Work Type,Work Hour,City of Company site,Amount,Currency,Amount_EGP,category,Experience Years
Rnd Computer Vision Engineer,1.5,17250,7/19/2025 0:00,Egyption,Remotley,Part Time,Cairo,17250,EGP,17250,Data-Science,1.5
Robotic Software Engineer,3,1300 dollar,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,1300,USD,63102,Other,3
Robotics Engin,3,22900,1/8/2025 0:00,Egyption,On Site,Full Time,cairo,22900,EGP,22900,Other,3
Robotics Sw Engineer,3,65000,7/16/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,65000,EGP,65000,Other,3
Rpa Developer,3-Jan,30,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Giza,30000,EGP,30000,Other,1
Rpa Developer,2,32000,6/24/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,32000,EGP,32000,Other,2
Ruby On Rails Engineer,9,"$8,200 ",12/31/2024 0:00,Not Egyption and site out of egypt,Remotley,Full Time,"Florida, US",8200,USD,398028,Backend,9
Sales Analyst,0,15000,7/17/2025 0:00,Egyption,On Site,Full Time,Giza,15000,EGP,15000,Other,0
Sales Analyst,1.5,25 net,7/1/2025 0:00,Egyption,Hybird,Full Time,its located in egypt and egyptian but mother company in emirates ,25000,EGP,25000,Other,1.5
Sap Abap Developer,1,30000,7/25/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,6-Oct,30000,EGP,30000,Other,1
Sap Functional Specialist,2,13000,7/17/2025 0:00,Egyption,On Site,Full Time,Cairo,13000,EGP,13000,Other,2
Sap Mm Consultant,2,30K,3/29/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,30000,EGP,30000,Other,2
Scrum Master,1,15000,6/15/2025 0:00,Egyption,Hybird,Full Time,Cairo,15000,EGP,15000,Other,1
Security Engineer,1.5,27000,7/27/2025 0:00,Egyption,Hybird,Full Time,Cairo ,27000,EGP,27000,Security,1.5
Security Engineer,3,55000,7/17/2025 0:00,Egyption,Hybird,Full Time,Cairo,55000,EGP,55000,Security,3
Seniro Software Engineer,10,40000,7/29/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,40000,EGP,40000,Other,10
Senuor Java Fullstack,10,120000,6/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,120000,EGP,120000,Fullstack,10
Soc Analyst,8month,10,7/17/2025 0:00,Egyption,Remotley,Full Time,Cairo ,10000,EGP,10000,Other,0.5
Soc Analyst,5,65K,7/19/2025 0:00,Egyption,On Site,Full Time,Cairo,65000,EGP,65000,Other,5
Soc Analyst T 1,3 years,30 k ,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,30000,EGP,30000,Other,3
Soc Analyst Tier1,1,20500,7/17/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,20500,EGP,20500,Other,1
Social Media Marketing Executive,4,14000,7/5/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,,14000,EGP,14000,Other,4
Software,7,1300 usd,2/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,1300,USD,63102,Testing,7
Software Developer,2,32,7/26/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,"Cairo, Saudi Arabia ",32000,EGP,32000,Other,2
Software Developer,3,22000,7/1/2025 0:00,Egyption,Remotley,Full Time,Manama,22000,EGP,22000,Other,3
Software Developer,4,75000,6/28/2025 0:00,Egyption,Hybird,Full Time,Cairo,75000,EGP,75000,Other,4
Software Developer(.Net),2,21000,5/1/2025 0:00,Egyption,Hybird,Full Time,Cairo ,21000,EGP,21000,Backend,2
Software Development And Cybersecurity Specialist,1,40000,7/19/2025 0:00,Egyption,Remotley,Full Time,Cairo,40000,EGP,40000,Security,1
Software Engineer,0 (~1),~2500 USD (2496 USD),7/18/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,USA,2500,USD,121350,Other,0
Software Engineer,0.5,25000,6/30/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,25000,EGP,25000,Other,0.5
Software Engineer,1,12000,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Alexandria ,12000,EGP,12000,Other,1
Software Engineer,1,17000,7/19/2025 0:00,Egyption,On Site,Full Time,Cairo,17000,EGP,17000,Other,1
Software Engineer,1,18000,3/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai,18000,EGP,18000,Other,1
Software Engineer,1,20000,7/1/2025 0:00,Egyption,On Site,Full Time,Alexandria ,20000,EGP,20000,Other,1
Software Engineer,< 1,20000,10/10/2024 0:00,Egyption,Hybird,Part Time,Alexandria,20000,EGP,20000,Other,1
Software Engineer,1,30000,7/17/2025 0:00,Egyption,Hybird,Part Time,Alexandria,30000,EGP,30000,Other,1
Software Engineer,less than 1,650 usd,7/16/2025 0:00,Egyption,Remotley,Full Time,Alexandria,650,USD,31551,Other,1
Software Engineer,1,35000,7/29/2025 0:00,Egyption,On Site,Full Time,Alexandria,35000,EGP,35000,Other,1
Software Engineer,1,36000,1/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,36000,EGP,36000,Other,1
Software Engineer,1,36000,11/15/2025 0:00,Egyption,On Site,Full Time,Alexandria,36000,EGP,36000,Other,1
Software Engineer,1,40000,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,40000,EGP,40000,Other,1
Software Engineer,2,12000,7/19/2025 0:00,Egyption,On Site,Full Time,Cairo,12000,EGP,12000,Other,2
Software Engineer,2,20000,6/15/2025 0:00,Egyption,On Site,Full Time,Giza,20000,EGP,20000,Other,2
Software Engineer,2,30,7/16/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,United Arab Emirates ,30000,EGP,30000,Other,2
Software Engineer,2,35000,1/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,35000,EGP,35000,Other,2
Software Engineer,2,45000,2/16/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,uk,45000,EGP,45000,Other,2
Software Engineer,2,1000$,7/16/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,USA ,1000,USD,48540,Other,2
Software Engineer,2,100000,7/16/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Riyadh,100000,EGP,100000,Other,2
Software Engineer,2.5,28000,7/17/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,,28000,EGP,28000,Other,2.5
Software Engineer,3,30000,4/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,30000,EGP,30000,Other,3
Software Engineer,3,37000,7/15/2000 0:00,Egyption,On Site,Full Time,Cairo,37000,EGP,37000,Other,3
Software Engineer,3,45000,8/1/2025 0:00,Egyption,Hybird,Full Time,"6 October, Giza",45000,EGP,45000,Other,3
Software Engineer,3,1400 USD,7/3/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,California,1400,USD,67956,Other,3
Software Engineer,3,80000,1/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,80000,EGP,80000,Other,3
Software Engineer,4,50000,10/15/2024 0:00,Egyption,Hybird,Full Time,Cairo,50000,EGP,50000,Other,4
Software Engineer,4,85000,7/18/2025 0:00,Egyption,Remotley,Full Time,Cairo,85000,EGP,85000,Other,4
Software Engineer,5,100000,7/25/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,100000,EGP,100000,Other,5
Software Engineer,6,63k,7/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Riyadh,63000,EGP,63000,Other,6
Software Engineer,6,2100 USD,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,2100,USD,101934,Other,6
Software Engineer,6,4000 EUR,8/1/2023 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Zurich,4000,EUR,225960,Other,6
Software Engineer,9,3200,7/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Riyad ,3200,USD,155328,Other,9
Software Engineer,10,"Net Monthly 105,000. With bonuses at year end. 130000",7/20/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,105000,EGP,105000,Other,10
Software Engineer,11,1750 USD,7/17/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,USA,1750,USD,84945,Other,11
Software Engineer (.Net Stack),2,1300 USD,7/17/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,USA,1300,USD,63102,Backend,2
Software Engineer (Backend),5,2500 Euro,7/26/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Munich,2500,EUR,141225,Backend,5
Software Engineer (Full Stack),4,95000,7/25/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,95000,EGP,95000,Fullstack,4
Software Engineer (Java),2.5,31000,1/1/2025 0:00,Egyption,Hybird,Full Time,"Giza, 6th of October",31000,EGP,31000,Other,2.5
Software Engineer 2 (Front-End Developer),4,€1300 Gross,6/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,"Berlin, Germany",1300,EUR,73437,Frontend,4
Software Engineer Ii ( Fullstack .Net Developer ),1.5,30000,7/1/2025 0:00,Egyption,Hybird,Full Time,Cairo ,30000,EGP,30000,Fullstack,1.5
Software Engineer Intern,0,5000,7/17/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Cairo,5000,EGP,5000,Other,0
Software Engineer Machine Learning,0,25000,7/20/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,25000,EGP,25000,Other,0
"Software Engineer( Mobile React Native , Backend Django)",1,400$ with bonus ,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,"Cairo , Switzerland ",400,USD,19416,Mobile,1
Software Engineer(Backend),8,174000,1/20/2025 0:00,Not Egyption and site out of egypt,On Site,Full Time,Amman,174000,EGP,174000,Backend,8
Software Engineering Intern,1,10000,7/31/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,10000,EGP,10000,Other,1
Software Qc Engineer,0.5,25000,7/29/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,25000,EGP,25000,Testing,0.5
Software Qc Engineer,1,700 usd,6/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Alexandria,700,USD,33978,Testing,1
Software Qc Engineer,1.5,13000,2/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,13000,EGP,13000,Testing,1.5
Software Qc Engineer,3,30000,2/1/2025 0:00,Egyption,Hybird,Full Time,"Cairo, nasr city",30000,EGP,30000,Testing,3
Software Quality Control,1.5,20000,6/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,20000,EGP,20000,IT,1.5
Software Quality Control,3,1200 USD,1/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo and riyadh,1200,USD,58248,IT,3
Software Quality Control Engineer,4,55000,9/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Giza,55000,EGP,55000,IT,4
Software Quality Control Tester,4,690$ ~ 35000 EGP,7/31/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,"Cairo ,KSA",690,USD,33492.6,IT,4
Software Test Engineer,2,18000,8/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,cairo,18000,EGP,18000,Testing,2
Software Test Engineer,2,35000,8/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,35000,EGP,35000,Testing,2
Software Tester,0,19000,6/25/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,19000,EGP,19000,Testing,0
Software Tester,1 year ,11000,10/15/2024 0:00,Egyption,On Site,Full Time,"Cairo, Nasr City ",11000,EGP,11000,Testing,1
Software Tester,1,12500,3/9/2025 0:00,Egyption,Remotley,Full Time,,12500,EGP,12500,Testing,1
Software Tester,1,15000,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Alexandria,15000,EGP,15000,Testing,1
Software Tester,1.5,17000,6/1/2025 0:00,Egyption,Remotley,Full Time,Cairo,17000,EGP,17000,Testing,1.5
Software Tester,3,40000,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,,40000,EGP,40000,Testing,3
Software Tester,6,60000,3/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,60000,EGP,60000,Testing,6
Software Tester/Qa Engineer,1-2 year,300$,7/30/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,300,USD,14562,Testing,1
Software Testing,<1,600 usd,1/10/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,Cairo,600,USD,29124,Testing,1
Software Testing Engineer,0.5,9000,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Part Time,Cairo,9000,EGP,9000,Testing,0.5
Software Testing Engineer,less than a year,6000,12/1/2024 0:00,Egyption,On Site,Full Time,Mansoura,6000,EGP,6000,Testing,0
Softwares Tester,3,9000,6/30/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,Mansoura ,9000,EGP,9000,Testing,3
Solution Architect,8,120000,6/27/2025 0:00,Not Egyption and site out of egypt,On Site,Full Time,Riyhad,120000,EGP,120000,IT,8
Solutions Engineer,3,15000,7/17/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai,15000,EGP,15000,Testing,3
Sql Dba | Oci Admin,2,17000,7/17/2025 0:00,Egyption,On Site,Full Time,Cairo,17000,EGP,17000,Data-Science,2
Sr. Frontend Developer,3.6,950 usd,1/1/2025 0:00,Not Egyption but site in egypt,Remotley,Full Time,,950,USD,46113,Frontend,3.5
Sr. Ui/Ux Designer | Product Designer,5,1100,7/22/2025 0:00,Egyption,Remotley,Full Time,Cairo ,1100,USD,53394,UI UX,5
Sr.Dynamics Consultant,4,27000,1/30/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Saudi,27000,EGP,27000,Other,4
Staff Software Developer,7,80000 net,2/2/2025 0:00,Egyption,Hybird,Full Time,Cairo ,80000,EGP,80000,Other,7
Storage&Backup Admin,3,25,7/25/2025 0:00,Egyption,On Site,Full Time,Cairo ,25000,EGP,25000,Other,3
Structural Steel Detailer,3.5,15000,4/4/1997 0:00,Egyption,On Site,Full Time,Alexandria,15000,EGP,15000,Engineering,3.5
Supervisor Telesales,7,12000,7/18/2025 0:00,Egyption,On Site,Full Time,Cairo,12000,EGP,12000,Other,7
Surveying Engineer,2,6900,6/25/2025 0:00,Egyption,On Site,Full Time,Cairo ,6900,EGP,6900,Other,2
Sw Testing Engineer,1,35000,7/16/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,35000,EGP,35000,Testing,1
Swe Intern,0,10000,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,10000,EGP,10000,Other,0
System Administrator,2,7500,6/8/2025 0:00,Egyption,On Site,Full Time,Cairo,7500,EGP,7500,Other,2
System Administrator,4,33000,7/17/2025 0:00,Egyption,On Site,Full Time,Cairo ,33000,EGP,33000,Other,4
Teaching Assistant,2,16000,7/17/2025 0:00,Egyption,On Site,Full Time,New Administrative capital ,16000,EGP,16000,Other,2
Teaching Assistant,3,16000,7/23/2025 0:00,Egyption,On Site,Full Time,cairo,16000,EGP,16000,Other,3
Tech Lead Manager,8,68000,1/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,68000,EGP,68000,Other,8
"Technical Lead, Backend And Devops",3,100000,3/1/2025 0:00,Egyption,Hybird,Full Time,Giza,100000,EGP,100000,Backend,3
Technical Office Engineer,4,19000,7/1/2025 0:00,Egyption,On Site,Full Time,Cairo ,19000,EGP,19000,IT,4
Technical Specialist-Automation,2,27000,6/1/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Riyadh,27000,EGP,27000,IT,2
Technical Support,0,50000,7/1/2025 0:00,Egyption,Hybird,Full Time,Maadi ,50000,EGP,50000,IT,0
Technical Support Engineer,2,12000,7/17/2025 0:00,Egyption,Hybird,Full Time,Cario,12000,EGP,12000,IT,2
Technical Support Manager,4,24150,1/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,AL- Sheikh Zayed ,24150,EGP,24150,IT,4
Technical Support Specialist,5,7500,7/17/2025 0:00,Egyption,On Site,Full Time,We,7500,EGP,7500,IT,5
Technical Talent Acquisition Coordinator,1 year,16000,1/6/2025 0:00,Egyption,Hybird,Full Time,Cairo ,16000,EGP,16000,IT,1
Technical Talent Acquisition Specialist,almost 2 years,13k,6/29/2025 0:00,Egyption,On Site,Full Time,cairo,13000,EGP,13000,IT,0
Technical Team Lead,8,90000,7/27/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Alexandria,90000,EGP,90000,IT,8
Telecom Engineer,1.5,12000,1/31/2025 0:00,Egyption,On Site,Full Time,Cairo ,12000,EGP,12000,IT,1.5
Test Automation Engineer,3,75000,3/2/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo,75000,EGP,75000,Testing,3
Testing Intern,0,200$,6/1/2025 0:00,Not Egyption but site in egypt,On Site,Full Time,New Cairo,200,USD,9708,Testing,0
Uat  Specialist,3,16.8,7/17/2025 0:00,Egyption,Hybird,Full Time,Cairo,16800,EGP,16800,Other,3
Ui Ux Designer,1 year,6000,3/1/2025 0:00,Egyption,On Site,Full Time,Mansoura ,6000,EGP,6000,UI UX,1
Ui/Ux Designer,3,18000,7/17/2025 0:00,Not Egyption and site out of egypt,Remotley,Full Time,Dubai,18000,EGP,18000,UI UX,3
Ui\Ux Designer,2,15.2,7/25/2025 0:00,Egyption,Hybird,Full Time,cairo,15200,EGP,15200,UI UX,2
University Lecturer,10,18000,2/28/2015 0:00,Egyption,On Site,Full Time,Giza,18000,EGP,18000,IT,10
Ux Intern,1,5000 egp,7/1/2025 0:00,Not Egyption but site in egypt,Hybird,Full Time,Cairo ,5000,EGP,5000,UI UX,1
Ux/Ui Designer,1.5,8000,5/31/2025 0:00,Egyption,On Site,Full Time,Cairo,8000,EGP,8000,UI UX,1.5
Vue Front-End Developer,4,22000,4/1/2025 0:00,Egyption,Hybird,Full Time,Cairo,22000,EGP,22000,Frontend,4
Warehouse Manager,7,25k net ,1/2/2025 0:00,Egyption,On Site,Full Time,Giza ,25000,EGP,25000,Other,7
Web Developer,0,8500,1/1/2025 0:00,Egyption,Remotley,Full Time,,8500,EGP,8500,Other,0
Web Scraping Specialist,5,1500 $,3/15/2023 0:00,Not Egyption and site out of egypt,Hybird,Full Time,Kuwait ,1500,USD,72810,Other,5
Wordpress Developer,2,10000,10/1/2024 0:00,Egyption,Remotley,Full Time,Cairo,10000,EGP,10000,Frontend,2
Wordpress Deveolper,1,9000,7/1/2025 0:00,Egyption,Remotley,Full Time,cairo,9000,EGP,9000,Frontend,1
